id,customer_id,email,created_at,processed_at,currency,total_price,subtotal_price,total_tax,financial_status,fulfillment_status,location_id,_fivetran_synced
1526,41,arabella.mitchell@gmail.com,2023-12-09 11:56:13,2023-12-09 13:52:13,GBP,19.54,16.28,3.26,paid,fulfilled,1,2025-07-19 10:00:00
1527,5,amelia.jones@gmail.com,2023-12-09 09:09:14,2023-12-09 10:48:14,GBP,23.36,19.47,3.89,paid,fulfilled,4,2025-07-19 10:00:00
1528,35,eden.green@gmail.com,2023-12-09 11:21:19,2023-12-09 13:07:19,GBP,38.82,32.35,6.47,paid,pending,4,2025-07-19 10:00:00
1529,38,esme.gonzalez@outlook.com,2023-12-09 17:34:40,2023-12-09 19:26:40,GBP,89.9,74.92,14.98,paid,fulfilled,1,2025-07-19 10:00:00
1530,24,violet.lee@yahoo.co.uk,2023-12-10 20:19:18,2023-12-10 22:23:18,GBP,18.52,15.43,3.09,pending,fulfilled,4,2025-07-19 10:00:00
1531,26,luna.hall@outlook.com,2023-12-10 13:26:03,2023-12-10 16:21:03,GBP,174.88,145.73,29.15,paid,pending,4,2025-07-19 10:00:00
1532,18,aria.garcia@yahoo.co.uk,2023-12-10 17:11:58,2023-12-10 18:50:58,GBP,57.0,47.5,9.5,paid,fulfilled,4,2025-07-19 10:00:00
1533,21,maya.clark@gmail.com,2023-12-10 10:25:27,2023-12-10 14:01:27,GBP,93.41,77.84,15.57,paid,fulfilled,4,2025-07-19 10:00:00
1534,26,luna.hall@outlook.com,2023-12-10 18:31:25,2023-12-10 20:59:25,GBP,88.58,73.82,14.76,paid,fulfilled,4,2025-07-19 10:00:00
1535,14,poppy.white@outlook.com,2023-12-11 18:10:04,2023-12-11 19:35:04,GBP,70.54,58.78,11.76,paid,fulfilled,4,2025-07-19 10:00:00
1536,41,arabella.mitchell@gmail.com,2023-12-11 10:15:58,2023-12-11 11:57:58,GBP,88.93,74.11,14.82,paid,fulfilled,4,2025-07-19 10:00:00
1537,34,alice.scott@btinternet.com,2023-12-11 17:36:27,2023-12-11 18:23:27,GBP,23.05,19.21,3.84,paid,fulfilled,4,2025-07-19 10:00:00
1538,34,alice.scott@btinternet.com,2023-12-11 12:49:03,2023-12-11 16:00:03,GBP,57.06,47.55,9.51,paid,fulfilled,4,2025-07-19 10:00:00
1539,9,ella.moore@outlook.com,2023-12-11 08:43:27,2023-12-11 09:25:27,GBP,28.43,23.69,4.74,refunded,partial,2,2025-07-19 10:00:00
1540,38,esme.gonzalez@outlook.com,2023-12-11 17:27:37,2023-12-11 20:16:37,GBP,19.63,16.36,3.27,paid,partial,4,2025-07-19 10:00:00
1541,23,phoebe.lewis@gmail.com,2023-12-11 10:19:01,2023-12-11 13:01:01,GBP,34.81,29.01,5.8,pending,partial,4,2025-07-19 10:00:00
1542,36,matilda.adams@yahoo.co.uk,2023-12-12 17:41:00,2023-12-12 20:31:00,GBP,19.94,16.62,3.32,pending,fulfilled,1,2025-07-19 10:00:00
1543,27,rose.allen@gmail.com,2023-12-12 08:46:48,2023-12-12 11:25:48,GBP,22.78,18.98,3.8,paid,pending,4,2025-07-19 10:00:00
1544,8,grace.wilson@hotmail.co.uk,2023-12-12 18:15:39,2023-12-12 20:07:39,GBP,29.58,24.65,4.93,paid,fulfilled,4,2025-07-19 10:00:00
1545,21,maya.clark@gmail.com,2023-12-12 10:08:03,2023-12-12 13:07:03,GBP,51.24,42.7,8.54,paid,fulfilled,4,2025-07-19 10:00:00
1546,7,lily.davis@gmail.com,2023-12-12 16:55:03,2023-12-12 19:45:03,GBP,94.58,78.82,15.76,pending,pending,3,2025-07-19 10:00:00
1547,25,daisy.walker@hotmail.co.uk,2023-12-13 14:40:24,2023-12-13 17:33:24,GBP,26.54,22.12,4.42,paid,fulfilled,4,2025-07-19 10:00:00
1548,11,chloe.anderson@yahoo.co.uk,2023-12-13 11:13:09,2023-12-13 13:50:09,GBP,60.07,50.06,10.01,paid,fulfilled,4,2025-07-19 10:00:00
1549,22,willow.rodriguez@btinternet.com,2023-12-13 13:43:15,2023-12-13 15:49:15,GBP,68.04,56.7,11.34,paid,fulfilled,4,2025-07-19 10:00:00
1550,43,delilah.roberts@hotmail.co.uk,2023-12-14 11:39:46,2023-12-14 13:29:46,GBP,78.58,65.48,13.1,paid,fulfilled,4,2025-07-19 10:00:00
1551,46,martha.campbell@btinternet.com,2023-12-14 08:58:57,2023-12-14 11:11:57,GBP,55.69,46.41,9.28,paid,fulfilled,4,2025-07-19 10:00:00
1552,25,daisy.walker@hotmail.co.uk,2023-12-14 14:11:07,2023-12-14 16:31:07,GBP,31.07,25.89,5.18,paid,fulfilled,4,2025-07-19 10:00:00
1553,5,amelia.jones@gmail.com,2023-12-14 08:54:24,2023-12-14 12:50:24,GBP,46.57,38.81,7.76,paid,fulfilled,4,2025-07-19 10:00:00
1554,1,emma.thompson@gmail.com,2023-12-14 18:16:26,2023-12-14 20:11:26,GBP,35.18,29.32,5.86,paid,fulfilled,4,2025-07-19 10:00:00
1555,32,nova.lopez@outlook.com,2023-12-14 12:10:12,2023-12-14 13:53:12,GBP,48.54,40.45,8.09,paid,fulfilled,4,2025-07-19 10:00:00
1556,1,emma.thompson@gmail.com,2023-12-14 15:37:23,2023-12-14 17:11:23,GBP,56.15,46.79,9.36,paid,partial,2,2025-07-19 10:00:00
1557,11,chloe.anderson@yahoo.co.uk,2023-12-14 10:37:18,2023-12-14 12:48:18,GBP,172.9,144.08,28.82,paid,pending,4,2025-07-19 10:00:00
1558,50,margot.collins@outlook.com,2023-12-14 14:31:33,2023-12-14 16:22:33,GBP,48.02,40.02,8.0,paid,fulfilled,4,2025-07-19 10:00:00
1559,6,isabella.miller@btinternet.com,2023-12-15 15:56:40,2023-12-15 16:51:40,GBP,45.78,38.15,7.63,paid,fulfilled,4,2025-07-19 10:00:00
1560,47,amelie.parker@gmail.com,2023-12-15 18:09:11,2023-12-15 21:59:11,GBP,48.12,40.1,8.02,pending,fulfilled,2,2025-07-19 10:00:00
1561,18,aria.garcia@yahoo.co.uk,2023-12-15 20:06:25,2023-12-15 23:43:25,GBP,47.2,39.33,7.87,paid,fulfilled,3,2025-07-19 10:00:00
1562,27,rose.allen@gmail.com,2023-12-16 12:17:31,2023-12-16 13:43:31,GBP,22.5,18.75,3.75,paid,pending,4,2025-07-19 10:00:00
1563,14,poppy.white@outlook.com,2023-12-16 09:27:53,2023-12-16 11:50:53,GBP,57.71,48.09,9.62,paid,fulfilled,4,2025-07-19 10:00:00
1564,13,ruby.jackson@hotmail.co.uk,2023-12-16 19:01:19,2023-12-16 19:46:19,GBP,33.64,28.03,5.61,paid,fulfilled,1,2025-07-19 10:00:00
1565,4,olivia.johnson@yahoo.co.uk,2023-12-16 13:24:16,2023-12-16 16:05:16,GBP,36.5,30.42,6.08,paid,fulfilled,4,2025-07-19 10:00:00
1566,8,grace.wilson@hotmail.co.uk,2023-12-16 11:09:10,2023-12-16 12:24:10,GBP,27.68,23.07,4.61,paid,pending,4,2025-07-19 10:00:00
1567,9,ella.moore@outlook.com,2023-12-16 20:06:34,2023-12-16 23:54:34,GBP,130.27,108.56,21.71,paid,fulfilled,4,2025-07-19 10:00:00
1568,20,zoe.robinson@outlook.com,2023-12-16 18:56:33,2023-12-16 22:50:33,GBP,25.28,21.07,4.21,pending,fulfilled,4,2025-07-19 10:00:00
1569,49,holly.edwards@hotmail.co.uk,2023-12-16 16:14:59,2023-12-16 19:29:59,GBP,37.32,31.1,6.22,pending,pending,1,2025-07-19 10:00:00
1570,24,violet.lee@yahoo.co.uk,2023-12-17 20:50:59,2023-12-17 22:17:59,GBP,78.79,65.66,13.13,paid,fulfilled,4,2025-07-19 10:00:00
1571,36,matilda.adams@yahoo.co.uk,2023-12-17 19:18:50,2023-12-17 20:12:50,GBP,18.16,15.13,3.03,paid,fulfilled,4,2025-07-19 10:00:00
1572,34,alice.scott@btinternet.com,2023-12-17 19:13:14,2023-12-17 23:05:14,GBP,52.09,43.41,8.68,paid,fulfilled,4,2025-07-19 10:00:00
1573,29,jasmine.hernandez@gmail.com,2023-12-17 16:53:21,2023-12-17 17:50:21,GBP,117.85,98.21,19.64,paid,fulfilled,4,2025-07-19 10:00:00
1574,24,violet.lee@yahoo.co.uk,2023-12-17 14:23:07,2023-12-17 17:05:07,GBP,21.89,18.24,3.65,paid,partial,4,2025-07-19 10:00:00
1575,27,rose.allen@gmail.com,2023-12-18 09:38:43,2023-12-18 13:07:43,GBP,46.39,38.66,7.73,paid,fulfilled,2,2025-07-19 10:00:00
1576,34,alice.scott@btinternet.com,2023-12-18 15:47:46,2023-12-18 16:58:46,GBP,168.97,140.81,28.16,paid,fulfilled,4,2025-07-19 10:00:00
1577,10,scarlett.taylor@gmail.com,2023-12-18 19:49:44,2023-12-18 23:49:44,GBP,61.99,51.66,10.33,paid,fulfilled,4,2025-07-19 10:00:00
1578,1,emma.thompson@gmail.com,2023-12-18 20:20:04,2023-12-18 23:25:04,GBP,46.93,39.11,7.82,paid,pending,2,2025-07-19 10:00:00
1579,23,phoebe.lewis@gmail.com,2023-12-18 13:05:50,2023-12-18 15:10:50,GBP,56.81,47.34,9.47,paid,pending,4,2025-07-19 10:00:00
1580,26,luna.hall@outlook.com,2023-12-18 16:00:43,2023-12-18 17:24:43,GBP,59.75,49.79,9.96,paid,fulfilled,4,2025-07-19 10:00:00
1581,35,eden.green@gmail.com,2023-12-19 17:02:48,2023-12-19 20:05:48,GBP,50.92,42.43,8.49,paid,fulfilled,4,2025-07-19 10:00:00
1582,27,rose.allen@gmail.com,2023-12-19 11:21:17,2023-12-19 12:45:17,GBP,50.94,42.45,8.49,paid,pending,4,2025-07-19 10:00:00
1583,7,lily.davis@gmail.com,2023-12-19 19:29:16,2023-12-19 22:38:16,GBP,178.46,148.72,29.74,pending,fulfilled,4,2025-07-19 10:00:00
1584,22,willow.rodriguez@btinternet.com,2023-12-19 16:41:09,2023-12-19 20:08:09,GBP,88.25,73.54,14.71,paid,fulfilled,1,2025-07-19 10:00:00
1585,1,emma.thompson@gmail.com,2023-12-19 20:48:32,2023-12-20 00:01:32,GBP,37.14,30.95,6.19,pending,fulfilled,4,2025-07-19 10:00:00
1586,5,amelia.jones@gmail.com,2023-12-19 11:45:18,2023-12-19 12:36:18,GBP,32.17,26.81,5.36,paid,fulfilled,4,2025-07-19 10:00:00
1587,14,poppy.white@outlook.com,2023-12-19 11:25:05,2023-12-19 13:44:05,GBP,112.36,93.63,18.73,paid,fulfilled,4,2025-07-19 10:00:00
1588,8,grace.wilson@hotmail.co.uk,2023-12-19 13:34:35,2023-12-19 16:09:35,GBP,28.56,23.8,4.76,paid,fulfilled,4,2025-07-19 10:00:00
1589,34,alice.scott@btinternet.com,2023-12-20 17:20:48,2023-12-20 19:23:48,GBP,40.73,33.94,6.79,paid,fulfilled,4,2025-07-19 10:00:00
1590,5,amelia.jones@gmail.com,2023-12-20 08:43:58,2023-12-20 09:44:58,GBP,48.34,40.28,8.06,paid,pending,4,2025-07-19 10:00:00
1591,7,lily.davis@gmail.com,2023-12-20 09:52:08,2023-12-20 11:10:08,GBP,66.4,55.33,11.07,pending,pending,4,2025-07-19 10:00:00
1592,29,jasmine.hernandez@gmail.com,2023-12-20 12:48:36,2023-12-20 14:56:36,GBP,51.04,42.53,8.51,paid,fulfilled,3,2025-07-19 10:00:00
1593,48,orla.evans@yahoo.co.uk,2023-12-20 19:38:25,2023-12-20 20:52:25,GBP,48.86,40.72,8.14,paid,fulfilled,3,2025-07-19 10:00:00
1594,37,lola.baker@hotmail.co.uk,2023-12-20 13:22:36,2023-12-20 14:24:36,GBP,20.96,17.47,3.49,paid,fulfilled,4,2025-07-19 10:00:00
1595,42,bonnie.perez@yahoo.co.uk,2023-12-20 18:36:43,2023-12-20 19:52:43,GBP,18.96,15.8,3.16,paid,pending,4,2025-07-19 10:00:00
1596,20,zoe.robinson@outlook.com,2023-12-20 18:33:25,2023-12-20 20:44:25,GBP,49.56,41.3,8.26,paid,partial,4,2025-07-19 10:00:00
1597,7,lily.davis@gmail.com,2023-12-21 20:38:28,2023-12-21 21:24:28,GBP,122.58,102.15,20.43,paid,fulfilled,4,2025-07-19 10:00:00
1598,15,freya.harris@gmail.com,2023-12-21 15:13:54,2023-12-21 15:57:54,GBP,27.77,23.14,4.63,paid,fulfilled,4,2025-07-19 10:00:00
1599,26,luna.hall@outlook.com,2023-12-21 13:00:45,2023-12-21 15:05:45,GBP,50.75,42.29,8.46,pending,fulfilled,4,2025-07-19 10:00:00
1600,11,chloe.anderson@yahoo.co.uk,2023-12-21 12:59:11,2023-12-21 14:08:11,GBP,61.32,51.1,10.22,pending,partial,4,2025-07-19 10:00:00
1601,42,bonnie.perez@yahoo.co.uk,2023-12-21 18:34:13,2023-12-21 21:10:13,GBP,25.01,20.84,4.17,paid,fulfilled,4,2025-07-19 10:00:00
1602,34,alice.scott@btinternet.com,2023-12-21 17:33:35,2023-12-21 18:36:35,GBP,42.94,35.78,7.16,paid,fulfilled,4,2025-07-19 10:00:00
1603,50,margot.collins@outlook.com,2023-12-21 15:41:51,2023-12-21 17:38:51,GBP,33.9,28.25,5.65,refunded,pending,4,2025-07-19 10:00:00
1604,22,willow.rodriguez@btinternet.com,2023-12-22 12:01:11,2023-12-22 15:06:11,GBP,95.1,79.25,15.85,paid,fulfilled,4,2025-07-19 10:00:00
1605,43,delilah.roberts@hotmail.co.uk,2023-12-22 12:20:45,2023-12-22 13:33:45,GBP,57.17,47.64,9.53,paid,fulfilled,4,2025-07-19 10:00:00
1606,15,freya.harris@gmail.com,2023-12-22 09:48:16,2023-12-22 11:53:16,GBP,40.15,33.46,6.69,paid,fulfilled,4,2025-07-19 10:00:00
1607,31,aurora.wright@hotmail.co.uk,2023-12-23 10:05:39,2023-12-23 13:55:39,GBP,29.4,24.5,4.9,pending,fulfilled,1,2025-07-19 10:00:00
1608,35,eden.green@gmail.com,2023-12-23 08:04:20,2023-12-23 09:48:20,GBP,41.29,34.41,6.88,paid,fulfilled,2,2025-07-19 10:00:00
1609,28,iris.young@btinternet.com,2023-12-23 16:11:30,2023-12-23 19:25:30,GBP,30.08,25.07,5.01,pending,fulfilled,3,2025-07-19 10:00:00
1610,42,bonnie.perez@yahoo.co.uk,2023-12-23 12:22:25,2023-12-23 15:52:25,GBP,106.85,89.04,17.81,paid,pending,4,2025-07-19 10:00:00
1611,30,penelope.king@yahoo.co.uk,2023-12-23 08:22:32,2023-12-23 11:01:32,GBP,28.38,23.65,4.73,paid,fulfilled,3,2025-07-19 10:00:00
1612,29,jasmine.hernandez@gmail.com,2023-12-23 18:35:15,2023-12-23 20:36:15,GBP,30.42,25.35,5.07,paid,pending,4,2025-07-19 10:00:00
1613,43,delilah.roberts@hotmail.co.uk,2023-12-24 10:09:32,2023-12-24 11:08:32,GBP,84.85,70.71,14.14,paid,fulfilled,3,2025-07-19 10:00:00
1614,17,evie.thompson@gmail.com,2023-12-24 19:06:05,2023-12-24 20:30:05,GBP,178.74,148.95,29.79,paid,fulfilled,4,2025-07-19 10:00:00
1615,28,iris.young@btinternet.com,2023-12-24 20:59:56,2023-12-24 22:49:56,GBP,26.76,22.3,4.46,paid,fulfilled,4,2025-07-19 10:00:00
1616,41,arabella.mitchell@gmail.com,2023-12-24 14:01:54,2023-12-24 15:30:54,GBP,42.13,35.11,7.02,paid,fulfilled,1,2025-07-19 10:00:00
1617,17,evie.thompson@gmail.com,2023-12-24 17:05:54,2023-12-24 20:54:54,GBP,53.59,44.66,8.93,pending,fulfilled,2,2025-07-19 10:00:00
1618,4,olivia.johnson@yahoo.co.uk,2023-12-25 19:20:21,2023-12-25 21:18:21,GBP,71.36,59.47,11.89,pending,fulfilled,4,2025-07-19 10:00:00
1619,36,matilda.adams@yahoo.co.uk,2023-12-25 13:08:10,2023-12-25 13:51:10,GBP,51.72,43.1,8.62,paid,pending,2,2025-07-19 10:00:00
1620,37,lola.baker@hotmail.co.uk,2023-12-25 17:43:57,2023-12-25 21:11:57,GBP,21.07,17.56,3.51,paid,fulfilled,3,2025-07-19 10:00:00
1621,24,violet.lee@yahoo.co.uk,2023-12-25 09:50:34,2023-12-25 13:04:34,GBP,48.79,40.66,8.13,paid,pending,4,2025-07-19 10:00:00
1622,43,delilah.roberts@hotmail.co.uk,2023-12-25 09:04:11,2023-12-25 13:04:11,GBP,56.86,47.38,9.48,paid,partial,4,2025-07-19 10:00:00
1623,8,grace.wilson@hotmail.co.uk,2023-12-25 16:59:24,2023-12-25 18:32:24,GBP,107.47,89.56,17.91,paid,fulfilled,4,2025-07-19 10:00:00
1624,42,bonnie.perez@yahoo.co.uk,2023-12-25 17:03:41,2023-12-25 18:14:41,GBP,63.38,52.82,10.56,paid,fulfilled,4,2025-07-19 10:00:00
1625,42,bonnie.perez@yahoo.co.uk,2023-12-25 18:38:14,2023-12-25 21:29:14,GBP,53.93,44.94,8.99,paid,fulfilled,4,2025-07-19 10:00:00
1626,21,maya.clark@gmail.com,2023-12-25 09:50:57,2023-12-25 10:20:57,GBP,36.17,30.14,6.03,paid,fulfilled,4,2025-07-19 10:00:00
1627,34,alice.scott@btinternet.com,2023-12-26 15:56:51,2023-12-26 18:34:51,GBP,50.77,42.31,8.46,paid,fulfilled,3,2025-07-19 10:00:00
1628,13,ruby.jackson@hotmail.co.uk,2023-12-26 14:28:42,2023-12-26 15:53:42,GBP,52.22,43.52,8.7,pending,pending,4,2025-07-19 10:00:00
1629,49,holly.edwards@hotmail.co.uk,2023-12-26 12:07:05,2023-12-26 15:30:05,GBP,25.63,21.36,4.27,pending,fulfilled,4,2025-07-19 10:00:00
1630,44,robyn.turner@outlook.com,2023-12-26 13:20:20,2023-12-26 14:23:20,GBP,52.42,43.68,8.74,paid,pending,4,2025-07-19 10:00:00
1631,26,luna.hall@outlook.com,2023-12-26 15:44:28,2023-12-26 17:55:28,GBP,53.54,44.62,8.92,paid,fulfilled,4,2025-07-19 10:00:00
1632,48,orla.evans@yahoo.co.uk,2023-12-26 14:58:31,2023-12-26 16:49:31,GBP,22.81,19.01,3.8,paid,fulfilled,4,2025-07-19 10:00:00
1633,36,matilda.adams@yahoo.co.uk,2023-12-27 18:50:17,2023-12-27 20:59:17,GBP,47.03,39.19,7.84,paid,fulfilled,4,2025-07-19 10:00:00
1634,37,lola.baker@hotmail.co.uk,2023-12-27 17:45:02,2023-12-27 19:35:02,GBP,43.36,36.13,7.23,paid,partial,2,2025-07-19 10:00:00
1635,46,martha.campbell@btinternet.com,2023-12-27 15:39:16,2023-12-27 16:53:16,GBP,30.5,25.42,5.08,refunded,fulfilled,4,2025-07-19 10:00:00
1636,36,matilda.adams@yahoo.co.uk,2023-12-27 10:15:13,2023-12-27 11:25:13,GBP,82.08,68.4,13.68,refunded,fulfilled,4,2025-07-19 10:00:00
1637,3,charlotte.brown@outlook.com,2023-12-27 08:42:56,2023-12-27 12:06:56,GBP,33.98,28.32,5.66,paid,fulfilled,4,2025-07-19 10:00:00
1638,40,florence.carter@btinternet.com,2023-12-27 14:44:06,2023-12-27 16:08:06,GBP,63.3,52.75,10.55,paid,fulfilled,4,2025-07-19 10:00:00
1639,48,orla.evans@yahoo.co.uk,2023-12-27 09:44:42,2023-12-27 13:10:42,GBP,85.55,71.29,14.26,paid,fulfilled,4,2025-07-19 10:00:00
1640,30,penelope.king@yahoo.co.uk,2023-12-27 14:29:29,2023-12-27 17:03:29,GBP,70.14,58.45,11.69,paid,fulfilled,4,2025-07-19 10:00:00
1641,36,matilda.adams@yahoo.co.uk,2023-12-27 12:18:28,2023-12-27 14:59:28,GBP,27.37,22.81,4.56,pending,pending,4,2025-07-19 10:00:00
1642,18,aria.garcia@yahoo.co.uk,2023-12-27 20:24:34,2023-12-27 22:48:34,GBP,42.06,35.05,7.01,paid,fulfilled,4,2025-07-19 10:00:00
1643,36,matilda.adams@yahoo.co.uk,2023-12-28 19:15:44,2023-12-28 23:00:44,GBP,119.02,99.18,19.84,pending,partial,4,2025-07-19 10:00:00
1644,4,olivia.johnson@yahoo.co.uk,2023-12-28 15:30:43,2023-12-28 16:19:43,GBP,54.01,45.01,9.0,paid,fulfilled,4,2025-07-19 10:00:00
1645,17,evie.thompson@gmail.com,2023-12-28 18:49:56,2023-12-28 21:44:56,GBP,53.94,44.95,8.99,paid,fulfilled,4,2025-07-19 10:00:00
1646,15,freya.harris@gmail.com,2023-12-28 12:07:40,2023-12-28 13:38:40,GBP,59.09,49.24,9.85,pending,fulfilled,4,2025-07-19 10:00:00
1647,50,margot.collins@outlook.com,2023-12-28 12:22:27,2023-12-28 16:03:27,GBP,35.02,29.18,5.84,paid,fulfilled,4,2025-07-19 10:00:00
1648,28,iris.young@btinternet.com,2023-12-28 12:46:08,2023-12-28 13:29:08,GBP,46.5,38.75,7.75,paid,fulfilled,4,2025-07-19 10:00:00
1649,1,emma.thompson@gmail.com,2023-12-29 08:06:07,2023-12-29 11:07:07,GBP,35.74,29.78,5.96,paid,fulfilled,4,2025-07-19 10:00:00
1650,33,hazel.hill@gmail.com,2023-12-29 16:14:52,2023-12-29 18:26:52,GBP,35.88,29.9,5.98,paid,fulfilled,4,2025-07-19 10:00:00
1651,11,chloe.anderson@yahoo.co.uk,2023-12-29 14:13:41,2023-12-29 15:29:41,GBP,33.38,27.82,5.56,paid,fulfilled,4,2025-07-19 10:00:00
1652,19,ivy.martinez@hotmail.co.uk,2023-12-29 15:04:58,2023-12-29 18:33:58,GBP,41.27,34.39,6.88,pending,fulfilled,4,2025-07-19 10:00:00
1653,3,charlotte.brown@outlook.com,2023-12-29 16:43:25,2023-12-29 18:42:25,GBP,41.66,34.72,6.94,paid,fulfilled,4,2025-07-19 10:00:00
1654,12,mia.thomas@gmail.com,2023-12-29 13:46:08,2023-12-29 17:31:08,GBP,30.86,25.72,5.14,paid,pending,2,2025-07-19 10:00:00
1655,7,lily.davis@gmail.com,2023-12-29 12:07:36,2023-12-29 15:49:36,GBP,24.38,20.32,4.06,paid,fulfilled,4,2025-07-19 10:00:00
1656,43,delilah.roberts@hotmail.co.uk,2023-12-29 12:52:41,2023-12-29 15:13:41,GBP,48.41,40.34,8.07,pending,partial,4,2025-07-19 10:00:00
1657,48,orla.evans@yahoo.co.uk,2023-12-30 12:55:55,2023-12-30 14:29:55,GBP,24.36,20.3,4.06,paid,fulfilled,4,2025-07-19 10:00:00
1658,31,aurora.wright@hotmail.co.uk,2023-12-30 16:06:31,2023-12-30 17:32:31,GBP,61.54,51.28,10.26,paid,fulfilled,4,2025-07-19 10:00:00
1659,11,chloe.anderson@yahoo.co.uk,2023-12-30 19:43:13,2023-12-30 21:39:13,GBP,33.52,27.93,5.59,pending,pending,4,2025-07-19 10:00:00
1660,43,delilah.roberts@hotmail.co.uk,2023-12-30 08:29:23,2023-12-30 10:32:23,GBP,55.74,46.45,9.29,paid,fulfilled,4,2025-07-19 10:00:00
1661,45,lottie.phillips@gmail.com,2023-12-30 12:30:09,2023-12-30 13:41:09,GBP,29.11,24.26,4.85,paid,pending,4,2025-07-19 10:00:00
1662,9,ella.moore@outlook.com,2023-12-30 19:39:52,2023-12-30 23:14:52,GBP,57.26,47.72,9.54,paid,pending,1,2025-07-19 10:00:00
1663,32,nova.lopez@outlook.com,2023-12-30 19:20:29,2023-12-30 22:12:29,GBP,47.08,39.23,7.85,paid,fulfilled,4,2025-07-19 10:00:00
1664,32,nova.lopez@outlook.com,2023-12-31 17:21:55,2023-12-31 20:59:55,GBP,30.6,25.5,5.1,paid,fulfilled,4,2025-07-19 10:00:00
1665,22,willow.rodriguez@btinternet.com,2023-12-31 14:25:35,2023-12-31 16:54:35,GBP,86.57,72.14,14.43,paid,fulfilled,4,2025-07-19 10:00:00
1666,46,martha.campbell@btinternet.com,2023-12-31 19:31:36,2023-12-31 20:29:36,GBP,45.13,37.61,7.52,paid,fulfilled,4,2025-07-19 10:00:00
1667,19,ivy.martinez@hotmail.co.uk,2023-12-31 17:10:57,2023-12-31 18:04:57,GBP,42.95,35.79,7.16,pending,fulfilled,2,2025-07-19 10:00:00
1668,2,sophie.williams@hotmail.co.uk,2023-12-31 13:31:15,2023-12-31 17:09:15,GBP,96.52,80.43,16.09,pending,partial,4,2025-07-19 10:00:00
1669,38,esme.gonzalez@outlook.com,2023-12-31 17:20:46,2023-12-31 19:42:46,GBP,47.0,39.17,7.83,refunded,fulfilled,4,2025-07-19 10:00:00
1670,12,mia.thomas@gmail.com,2023-12-31 17:30:13,2023-12-31 20:26:13,GBP,24.66,20.55,4.11,pending,fulfilled,4,2025-07-19 10:00:00
1671,23,phoebe.lewis@gmail.com,2023-12-31 11:08:20,2023-12-31 12:47:20,GBP,32.45,27.04,5.41,paid,fulfilled,4,2025-07-19 10:00:00
1672,15,freya.harris@gmail.com,2023-12-31 17:41:08,2023-12-31 20:08:08,GBP,47.63,39.69,7.94,refunded,fulfilled,4,2025-07-19 10:00:00
1673,16,hannah.martin@btinternet.com,2023-12-31 13:05:59,2023-12-31 14:07:59,GBP,74.72,62.27,12.45,paid,fulfilled,2,2025-07-19 10:00:00
1674,6,isabella.miller@btinternet.com,2024-01-01 18:41:23,2024-01-01 19:56:23,GBP,53.69,44.74,8.95,paid,partial,3,2025-07-19 10:00:00
1675,24,violet.lee@yahoo.co.uk,2024-01-01 20:05:10,2024-01-01 22:14:10,GBP,49.49,41.24,8.25,pending,fulfilled,2,2025-07-19 10:00:00
1676,48,orla.evans@yahoo.co.uk,2024-01-01 08:02:35,2024-01-01 11:24:35,GBP,31.51,26.26,5.25,refunded,fulfilled,4,2025-07-19 10:00:00
1677,8,grace.wilson@hotmail.co.uk,2024-01-01 13:16:58,2024-01-01 16:44:58,GBP,61.54,51.28,10.26,paid,fulfilled,1,2025-07-19 10:00:00
1678,45,lottie.phillips@gmail.com,2024-01-01 13:19:12,2024-01-01 15:09:12,GBP,49.52,41.27,8.25,paid,fulfilled,4,2025-07-19 10:00:00
1679,35,eden.green@gmail.com,2024-01-01 18:46:24,2024-01-01 20:54:24,GBP,51.1,42.58,8.52,paid,fulfilled,4,2025-07-19 10:00:00
1680,6,isabella.miller@btinternet.com,2024-01-01 09:07:52,2024-01-01 09:46:52,GBP,101.51,84.59,16.92,paid,partial,4,2025-07-19 10:00:00
1681,27,rose.allen@gmail.com,2024-01-01 19:28:09,2024-01-01 20:12:09,GBP,106.46,88.72,17.74,paid,fulfilled,4,2025-07-19 10:00:00
1682,37,lola.baker@hotmail.co.uk,2024-01-02 18:04:28,2024-01-02 21:44:28,GBP,108.89,90.74,18.15,paid,fulfilled,2,2025-07-19 10:00:00
1683,46,martha.campbell@btinternet.com,2024-01-02 20:52:01,2024-01-02 21:54:01,GBP,171.28,142.73,28.55,paid,fulfilled,4,2025-07-19 10:00:00
1684,17,evie.thompson@gmail.com,2024-01-02 19:45:26,2024-01-02 23:17:26,GBP,55.96,46.63,9.33,pending,fulfilled,4,2025-07-19 10:00:00
1685,7,lily.davis@gmail.com,2024-01-02 08:47:02,2024-01-02 10:46:02,GBP,38.68,32.23,6.45,pending,fulfilled,4,2025-07-19 10:00:00
1686,42,bonnie.perez@yahoo.co.uk,2024-01-02 13:48:56,2024-01-02 15:17:56,GBP,37.26,31.05,6.21,pending,fulfilled,2,2025-07-19 10:00:00
1687,27,rose.allen@gmail.com,2024-01-02 19:39:41,2024-01-02 22:42:41,GBP,44.6,37.17,7.43,paid,fulfilled,4,2025-07-19 10:00:00
1688,1,emma.thompson@gmail.com,2024-01-03 14:39:31,2024-01-03 16:18:31,GBP,26.54,22.12,4.42,paid,partial,4,2025-07-19 10:00:00
1689,6,isabella.miller@btinternet.com,2024-01-03 10:27:27,2024-01-03 13:54:27,GBP,88.55,73.79,14.76,paid,fulfilled,3,2025-07-19 10:00:00
